Date,Close
5/27/20,34.88
5/28/20,34.15
5/29/20,36.32
6/1/20,35.82
6/2/20,35.81
6/3/20,36.75
6/4/20,36.43
6/5/20,37.21
6/8/20,37.08
6/9/20,36.59
6/10/20,34.83
6/11/20,31.1
6/12/20,32.24
6/15/20,32.67
6/16/20,33.49
6/17/20,33.29
6/18/20,33.4
6/19/20,32.3
6/22/20,32.68
6/23/20,33.05
6/24/20,30.46
6/25/20,30.58
6/26/20,29.61
6/29/20,29.63
6/30/20,31.08
7/1/20,30.43
7/2/20,30.68
7/6/20,32.52
7/7/20,32.82
7/8/20,33.93
7/9/20,33.15
7/10/20,33.14
7/13/20,31.72
7/14/20,30.93
7/15/20,32.81
