Date,Close
7/14/16,4.21
7/15/16,4.29
7/18/16,4.4
7/19/16,4.32
7/20/16,4.45
7/21/16,4.4
7/22/16,4.42
7/25/16,4.43
7/26/16,4.33
7/27/16,4.3
7/28/16,4.3
7/29/16,4.3
8/1/16,4.2
8/2/16,4.27
8/3/16,4.22
8/4/16,4.2
8/5/16,4.24
8/8/16,4.25
8/9/16,4.39
8/10/16,4.63
8/11/16,4.6
8/12/16,4.3
8/15/16,4.34
8/16/16,4.39
8/17/16,4.31
8/18/16,4.3
8/19/16,4.61
8/22/16,4.71
8/23/16,4.72
8/24/16,4.8
8/25/16,4.82
8/26/16,4.81
8/29/16,4.51
8/30/16,4.85
8/31/16,4.76
9/1/16,4.78
9/2/16,4.9
9/6/16,4.8
9/7/16,4.76
9/8/16,4.61
9/9/16,4.95
9/12/16,4.7
9/13/16,4.81
9/14/16,4.65
9/15/16,4.6
9/16/16,4.59
9/19/16,4.51
9/20/16,4.8
9/21/16,4.8
9/22/16,4.82
9/23/16,5.51
9/26/16,5.28
9/27/16,5.1
9/28/16,5.03
9/29/16,5.21
9/30/16,5.22
10/3/16,5.4
10/4/16,5.01
10/5/16,5.11
10/6/16,5.15
10/7/16,5.25
10/10/16,5.15
10/11/16,5.11
10/12/16,5.2
10/13/16,5.12
10/14/16,5.01
10/17/16,4.7
10/18/16,4.6
10/19/16,4.65
10/21/16,4.8
10/24/16,5
10/25/16,4.8
10/27/16,4.7
10/28/16,4.65
10/31/16,4.4
11/1/16,4.65
11/2/16,4.55
11/3/16,4.21
11/4/16,4.3
11/7/16,3.9
11/8/16,3.95
11/9/16,4
11/10/16,3.95
11/11/16,4
11/14/16,3.95
11/15/16,4.15
11/16/16,4.15
11/17/16,4.05
11/18/16,4.15
11/21/16,3.95
11/22/16,4.05
11/23/16,3.9
11/25/16,3.95
11/28/16,4
11/29/16,3.85
11/30/16,3.8
12/1/16,3.75
12/2/16,3.75
12/5/16,3.69
12/6/16,3.6
12/7/16,3.6
12/8/16,3.53
12/9/16,3.55
12/12/16,3.6
12/14/16,3.5
12/15/16,3.45
12/16/16,3.4
12/19/16,3.35
12/20/16,3.5
12/21/16,3.55
12/22/16,3.6
12/23/16,2.5
12/27/16,2.45
12/28/16,2.3
12/29/16,2.3
12/30/16,2.4
1/3/17,2.35
1/4/17,2.3
1/5/17,2.3
1/6/17,2.3
1/9/17,2.3
1/10/17,2.4
1/11/17,2.68
1/12/17,2.74
1/13/17,2.6
1/17/17,2.8
1/18/17,2.7
1/19/17,2.45
1/20/17,2.5
1/23/17,2.4
1/24/17,2.35
1/25/17,2.3
1/26/17,2.4
1/27/17,2.35
1/30/17,2.2
1/31/17,2.45
2/1/17,2.4
2/2/17,2.3
2/3/17,2.35
2/6/17,2.45
2/7/17,2.4
2/8/17,2.35
2/9/17,2.3
2/10/17,2.25
2/13/17,2.2
2/14/17,2.3
2/15/17,2.5
2/16/17,2.45
2/17/17,2.6
2/21/17,3
2/22/17,3.05
2/23/17,2.9
2/24/17,2.9
2/27/17,3
2/28/17,2.95
3/1/17,3.05
3/2/17,3.75
3/3/17,3.8
3/6/17,3.7
3/7/17,3.55
3/8/17,3.9
3/9/17,3.75
3/10/17,3.8
3/13/17,3.95
3/14/17,3.75
3/15/17,3.8
3/16/17,4.1
3/17/17,4.35
3/20/17,4.65
3/21/17,4.3
3/22/17,4.3
3/23/17,4
3/24/17,4
3/27/17,3.9
3/28/17,4.1
3/29/17,4.6
3/30/17,4.6
3/31/17,4.75
4/3/17,4.6
4/4/17,4.45
4/5/17,4.35
4/6/17,4.1
4/7/17,4.15
4/10/17,4.2
4/11/17,4.15
4/12/17,4.15
4/13/17,4.15
4/17/17,4
4/18/17,3.65
4/19/17,4.2
4/20/17,4.35
4/21/17,4.25
4/24/17,4.4
4/25/17,4.8
4/26/17,4.4
4/27/17,4.45
4/28/17,4.5
5/1/17,4.45
5/2/17,4.45
5/3/17,4.5
5/4/17,4.4
5/5/17,4.2
5/8/17,4.18
5/9/17,4.4
5/10/17,4.45
5/11/17,4.4
5/12/17,4.45
5/15/17,4.35
5/16/17,4.35
5/17/17,4.55
5/18/17,4.6
5/19/17,4.5
5/22/17,4.55
5/23/17,4.55
5/24/17,4.5
5/25/17,4.7
5/26/17,4.7
5/30/17,4.7
5/31/17,4.75
6/1/17,4.75
6/2/17,4.75
6/5/17,4.35
6/6/17,4.1
6/7/17,4.35
6/8/17,4.6
6/9/17,4.45
6/12/17,4.4
6/13/17,4.65
6/14/17,4.3
6/15/17,4.3
6/16/17,4.15
6/19/17,4.3
6/20/17,4.9
6/21/17,4.75
6/22/17,5.5
6/23/17,5.5
6/26/17,5.95
6/27/17,6.55
6/28/17,6.15
6/29/17,7.35
6/30/17,7.15
